problem,uuid,problem_type,question_type,source,answer
"Which one of the following gives an odd integer?
(A) $6^{2}$
(B) $23-17$
(C) $9 \times 24$
(D) $9 \times 41$
(E) $96 \div 8$",cac650f2-15e7-5ace-841b-e01244066815,Number Theory,MCQ,olympiads,D
"6. Set
$M=\{u \mid u=12 m+8 n+4 l$, where $m, n, l \in Z\}$,
$N=\{u \mid u=20 p+16 q+12 r$, where $p, q, r \in Z\}$

The relationship between them is
(A) $M=N$;
(B) $M \nsubseteq N, N \nsubseteq M$;
(C) $M \subset N$;
(D) $M \supset N$.",ea10dca7-5847-5a7f-a6a5-a5010edf03fd,Number Theory,MCQ,olympiads,A
"$30 \cdot 15$ Let $a, b$ be integers, and form four propositions:
(1) If $a+5b$ is even, then $a-3b$ is also even.
(2) If $a+b$ is divisible by 3, then $a, b$ are both divisible by 3.
(3) If $a+b$ is a prime number, then $a-b$ is definitely not a prime number.
(4) If $c=a+b \neq 0$, then $\quad \frac{a^{3}-b^{3}}{a^{3}+c^{3}}=\frac{a-b}{a+c}$.

The number of correct propositions among the above is
(A) 1.
(B) 2.
(C) 3.
(D) 4.
(China ""Zu Chongzhi Cup"" Junior High School Mathematics Invitational Competition, 1989)",d2bb03b1-605a-5243-8fc9-b0f3ea5ac2e6,Number Theory,MCQ,olympiads,B
"5. The prime number $p$ such that $p+10, p+14$ are both prime numbers $(\quad)$
A. Does not exist
B. There is 1
C. There are infinitely many
D. More than one, but only a finite number

",09fe4ead-0f81-5bae-bd45-2d3485c382ce,Number Theory,MCQ,olympiads,B
"$30 \cdot 11 \quad 47$ represents the number of ways it can be expressed as the sum of two prime numbers is
(A) 0.
(B) 1.
(C) 2.
(D) 3.
(E) more than 3.
(5th American Junior High School Mathematics Examination, 1989)",742e1887-f0c7-512c-a85a-af323e6a72d5,Number Theory,MCQ,olympiads,A
"1. For any given natural number $n$, if $n^{6}+3 a$ is a positive integer, then
(A) there are infinitely many such $a$;
(B) such $a$ exist, but there are only finitely many;
(C) such $a$ do not exist;
(D) none of the conclusions (A), (B), (C) are correct.",2a4a99bb-a1be-5a52-8097-d0a4bc95bf65,Number Theory,MCQ,olympiads,A
"1. Let $p, q$ be natural numbers, condition A: $p^{3}-q^{3}$ is an even number; condition B: $p+q$ is an even number, then,
(A) A is a sufficient but not necessary condition for B
(B) A is a necessary but not sufficient condition for B
(C) A is a necessary and sufficient condition for B
(D) A is neither a sufficient condition nor a necessary condition for B",b098c8e4-537f-5f2e-b997-b7af1d3453b9,Number Theory,MCQ,olympiads,C
"12) Among the following statements:

(i) $3^{10}$ is a cube;

(ii) $3^{10}$ is odd;

(iii) $3^{10}$ is a square;

which ones are correct?
(A) Only (i)
(B) only (ii)
(C) only (iii)
(D) (ii) and (iii)
(E) all three.",25c280b3-9606-5d15-9dae-8deb8e903574,Number Theory,MCQ,olympiads,D
"18. Among the following five numbers, only one can be expressed as the sum of the squares of two natural numbers, this number is ( ).
A. 1984
B. 2112
C. 2176
D. 2288
E. 2304",a2bf9220-e8d2-5282-af3e-85b7f4752c1f,Number Theory,MCQ,olympiads,C
"The inverse of the proposition ""If $a > 1$, then $a > 0$"" is (　　)
A: If $a > 0$, then $a > 1$
B: If $a \leq 0$, then $a > 1$
C: If $a > 0$, then $a \leq 1$
D: If $a \leq 0$, then $a \leq 1$",fde8430a-fc77-5931-91a1-c7151023f41b,Logic and Puzzles,MCQ,cn_k12,A
"Given the universal set $I=\{1,2,3,4,5,6\}$, $A=\{1,2,3,4\}$, $B=\{3,4,5,6\}$, then $\complement_I (A\cap B)$ equals to (　　)
A: $\{3,4\}$
B: $\{1,2,5,6\}$
C: $\{1,2,3,4,5,6\}$
D: $\emptyset$",ca9cef81-5f89-51a5-83ff-40943d0ea680,Logic and Puzzles,MCQ,cn_k12,B
"(2013•Hubei) During a parachuting training session, two trainees, A and B, each make one jump. Let proposition p be ""A lands within the designated area,"" and q be ""B lands within the designated area."" Then, the proposition ""At least one trainee does not land within the designated area"" can be represented as ( )
A: (￢p)∨(￢q)
B: p∨(￢q)
C: (￢p)∧(￢q)
D: p∨q",52d9bf9d-1b06-51c3-8caa-b7c4be135d65,Logic and Puzzles,MCQ,cn_k12,A
"Given the universal set $U=\{0,1,2,3,4\}$, set $M=\{1,2,3\}$, and set $N=\{0,3,4\}$, then $(\complement_U M) \cap N$ equals to (　　)  
A: $\{0,4\}$  
B: $\{3,4\}$  
C: $\{1,2\}$  
D: $\emptyset$",ea790074-3f1a-549e-a281-c4d1b1385a18,Logic and Puzzles,MCQ,cn_k12,A
"The diameter of the novel coronavirus is $0.000000125$ meters. This data can be expressed in scientific notation as ( ).

A: $1.25\times 10^{-10}$

B: $1.25\times 10^{-11}$

C: $1.25\times 10^{-8}$

D: $1.25\times 10^{-7}$",6d778060-cd82-5355-8086-563f168fa581,Logic and Puzzles,MCQ,cn_k12,D
"In ""Record of the Visit to Maoshan"" by Wang Anshi, there is a passage that says: ""The extraordinary and marvelous things in the world are often found in remote and dangerous places, where few people venture. Therefore, only those with aspirations can reach them."" From a mathematical logic perspective, ""having aspirations"" is ( ).

A: a sufficient condition

B: neither a sufficient nor a necessary condition

C: a necessary and sufficient condition

D: a necessary condition",ecef6039-f2ec-582f-ac54-b0885c266441,Logic and Puzzles,MCQ,cn_k12,D
"If proposition $p$ is false, and proposition $q$ is true, then the following statement that is incorrect is (     )
A: ""$p$ and $q$"" is a false proposition
B: ""$p$ or $q$"" is a true proposition
C: ""not $p$"" is a true proposition
D: ""not $q$"" is a true proposition",ff7acb50-d9aa-5ab8-ab8f-5ebc4f84459b,Logic and Puzzles,MCQ,cn_k12,D
"The number of true propositions among the following four is (    ):
① The negation of the proposition ""If x > 1, then x² > 1""
② The inverse negation of the proposition ""A trapezoid is not a parallelogram""
③ The negation of the proposition ""Congruent triangles have equal areas""
④ The inverse of the proposition ""If two lines have no common points, then they are skew lines""
A: 1
B: 2
C: 3
D: 4",af39bdef-997c-5bbc-ba11-e2f37488e8b6,Logic and Puzzles,MCQ,cn_k12,B
"Let $M=\{0, 1, 2, 4, 5, 7\}$, $N=\{1, 4, 6, 8, 9\}$, and $P=\{4, 7, 9\}$. Then $(M \cap N) \cup (M \cap P) =$ ( )

A: $\{1, 4\}$

B: $\{1, 4, 7\}$

C: $\{4, 7\}$

D: $\{1, 7\}$",40b83b5b-da42-54da-8130-eb1701407abc,Logic and Puzzles,MCQ,cn_k12,B
"If the original proposition is true, then which of the following propositions must be true? 
A: The converse proposition
B: The negation proposition
C: The contrapositive proposition
D: The negation of the original proposition",aee907ec-8ea2-5e35-87a9-9818d1ee49ac,Logic and Puzzles,MCQ,cn_k12,C
"In Wu's class, there are four athletic students: Zhang Ming, Wang Liang, Li Yang, and Zhao Xu. They are all particularly good at short-distance running. In a sports meeting, these four students will form a 4×100 meter relay team. Wu needs to arrange their running order. Here's their conversation:

Zhang Ming: I won't run the first or second leg.

Wang Liang: I won't run the first or fourth leg.

Li Yang: I also won't run the first or fourth leg.

Zhao Xu: If Wang Liang doesn't run the second leg, I won't run the first leg.

After listening to their conversation, Wu arranged a reasonable running order that met all their requirements. Based on this, we can determine that the person running the third leg in Wu's arrangement is (   ).

A: Zhang Ming
B: Wang Liang
C: Li Yang
D: Zhao Xu",75fcf48f-5e04-54ab-ae55-eb186b3c6d00,Logic and Puzzles,MCQ,cn_k12,C
"Which of the following events is a random event?

A: Rolling a fair dice and getting a number less than $7$ on the top face.

B: Drawing a white ball from a bag containing only red balls.

C: Drawing a card from a deck of playing cards and getting a black spade $6$.

D: Drawing a triangle with interior angles summing up to $180^{\circ}$.",4f8c30c8-88dc-5aba-94c0-fee4369f113b,Logic and Puzzles,MCQ,cn_k12,C
"Using syllogism reasoning, deduce a conclusion from the following premises: ① A rhombus is a parallelogram; ② The diagonals of a parallelogram bisect each other; ③ The diagonals of a rhombus bisect each other. The conclusion is ( )
A: ①
B: ②
C: ③
D: None of the above",46acfe62-604e-5198-9006-e08992b8d312,Logic and Puzzles,MCQ,cn_k12,C
"The three logical structures of an algorithm are (   )
A: Sequential structure; Flow structure; Loop structure
B: Sequential structure; Conditional structure; Nested structure
C: Sequential structure; Conditional structure; Loop structure
D: Flow structure; Conditional structure; Loop structure",f8133c6b-179c-5282-aab1-b8b4804caa82,Logic and Puzzles,MCQ,cn_k12,C
"The negation of the proposition ""$\forall x \in \mathbb{R}, 2^x > 0$"" is
A: $\exists x_0 \in \mathbb{R}, 2^{x_0} > 0$
B: $\exists x_0 \in \mathbb{R}, 2^{x_0} \leqslant 0$
C: $\forall x \in \mathbb{R}, 2^x < 0$
D: $\forall x \in \mathbb{R}, 2^x \leqslant 0$",d2c31856-1b9c-5b30-8e05-506a62da9b2c,Logic and Puzzles,MCQ,cn_k12,B
"Given propositions p: There exists an $x_0 \in R$ such that $x_0 - 2 > 0$, and proposition q: For all $x \in R$, $2^x > x^2$, determine which of the following propositions is true:

A. $p \land q$
B. $\lnot p \land q$
C. $p \land \lnot q$
D. $\lnot p \land \lnot q$",6ea24ffa-536f-5847-85eb-4d5d728d06e2,Logic and Puzzles,MCQ,cn_k12,C
"Let the sets be $A=\{1,2,6\}$, $B=\{2,4\}$, $C=\{1,2,3,4\}$. Then, $(A\cup B)\cap C=$　　()

A: $\{2\}$  
B: $\{1,2,4\}$  
C: $\{1,2,4,6\}$  
D: $\{1,2,3,4,6\}$",b05812dc-1270-50df-ad96-b10fd8b6b817,Logic and Puzzles,MCQ,cn_k12,B
"Every algorithm essentially relies on which of the following basic structures?
(A) Logical Structure
(B) Conditional Structure
(C) Loop Structure
(D) Sequential Structure",7c368bfd-47fc-55e3-9683-332983a70584,Logic and Puzzles,MCQ,cn_k12,D
"Among the following sets of propositions, the one that makes ""p or q"" true, ""p and q"" false, and ""not p"" true is ( )
A: p: 0=Φ, q: 0∈Φ
B: p: An isosceles triangle must be an acute triangle, q: All equilateral triangles are similar
C: p: {a}⊊{a，b}, q: a∈{a，b}
D: p: 5＞3, q: 12 is a prime number",a019a2e2-f1f7-5234-9e93-fc17e0c78767,Logic and Puzzles,MCQ,cn_k12,B
"Given the proposition $p$: For all $x \in \mathbb{R}$, $\cos x > 1$, then the negation of $p$, $\neg p$, is
A: There exists an $x \in \mathbb{R}$, $\cos x < 1$
B: For all $x \in \mathbb{R}$, $\cos x < 1$
C: For all $x \in \mathbb{R}$, $\cos x \leqslant 1$
D: There exists an $x \in \mathbb{R}$, $\cos x \leqslant 1$",4cfc4b9f-bbfb-5d3f-9107-0aeb342cfca1,Logic and Puzzles,MCQ,cn_k12,D
"Let the universal set $U=\{0,1,2,3,4\}$, $M=\{1,2,4\}$, and $N=\{2,3\}$. Then, $(C_{U}M) \cup N$ equals to ( )

A: $\{1,2,4\}$

B: $\{2,3,4\}$

C: $\{0,2,4\}$

D: $\{0,2,3\}$",2e2cc276-3377-5f6d-a41f-09ceea8c2e18,Logic and Puzzles,MCQ,cn_k12,D
"The correct negation of the statement ""Among the natural numbers $a$, $b$, and $c$, exactly one is odd"" is ( )
A: All $c$ are even
B: All $c$ are odd
C: There are at least two odd numbers among $a$, $b$, and $c$
D: Either all are even or there are at least two odd numbers among $a$, $b$, and $c$",b74a1dbe-ae26-5785-b71a-0ef6985f1dd6,Logic and Puzzles,MCQ,cn_k12,D
"Given the proposition $p$: $\exists x \in \mathbb{R}$, such that $\tan x = 1$, the negation of proposition $p$ is ($\quad\quad$).
A: $\lnot p$: $\exists x \in \mathbb{R}$, such that $\tan x \neq 1$
B: $\lnot p$: $\forall x \in \mathbb{R}$, such that $\tan x \neq 1$
C: $\lnot p$: $\exists x \notin \mathbb{R}$, such that $\tan x \neq 1$
D: $\lnot p$: $\forall x \in \mathbb{R}$, such that $\tan x \neq 1$",90971c09-3367-5528-99b6-148a2b439779,Logic and Puzzles,MCQ,cn_k12,B
"Which of the following statements about the While statement is incorrect? ( )

A: When the computer encounters a While statement, it first evaluates the condition. If the condition is true, it executes the loop body between While and End While.

B: If the condition is not met, the computer does not execute the loop body and jumps directly to the statement after End While, then executes the statements following End While.

C: The While statement structure is also called a ""when-type"" loop.

D: The ""when-type"" loop is sometimes also referred to as a ""post-test"" loop.",356bcc4a-33ba-5c87-8c95-8ade47ad5b69,Logic and Puzzles,MCQ,cn_k12,D
"Let the universal set \\(U=\{1,2,3,4,5,6,7,8\}\\), and the sets \\(S=\{1,3,5\}\\) and \\(T=\{3,6\}\\). Then, \\(\complement_U(S \cup T)\\) is equal to ( ).

A: \\(\varnothing\\)  
B: \\(\{2,4,7,8\}\\)  
C: \\(\{1,3,5,6\}\\)  
D: \\(\{2,4,6,8\}\\)",f56b0b9f-54b5-55b1-8018-9cd07c22b0bd,Logic and Puzzles,MCQ,cn_k12,B
"Let the set $U = \{x \in \mathbb{N} | 0 < x \leq 6\}$, $M = \{1, 4, 5\}$, and $N = \{2, 3, 4\}$. Then, find $M \cap (\mathbb{C}_U N) =$ ?
A: $\{1, 4, 5, 6\}$
B: $\{1, 5\}$
C: $\{4\}$
D: $\{1, 2, 3, 4, 5\}$",cd2c7c59-f1ac-5aed-bf94-d274a87f8ad9,Logic and Puzzles,MCQ,cn_k12,B
"Someone is shooting targets, firing twice in succession. The mutually exclusive event of the event ""hitting the target at least once"" is (     )
A: At most one hit
B: Both shots hit
C: Both shots miss
D: Only one shot hits",85ae652c-cd40-59b6-81b0-08970cccf61b,Logic and Puzzles,MCQ,cn_k12,C
"How many times do the hour and minute hands of a clock overlap in a 24-hour period?
A: 21
B: 22
C: 23
D: 24",de796314-0ff2-50bd-88b2-3a7489ca31a7,Logic and Puzzles,MCQ,cn_k12,B
"Which of the following statements is correct? (　　)  
A: Players A and B play a game; each of them writes down a number, and if the numbers are both odd or both even, player A wins, otherwise player B wins. This game is fair.  
B: Conducting n random experiments, the frequency of event A occurring is the probability of event A occurring.  
C: A welfare lottery is issued in a certain area with a return rate of 47%. If a person spends 100 yuan on this welfare lottery, they will definitely get a return of 47 yuan.  
D: Experiment: A person shooting at a target and hitting or missing it is a classical probability model.",9b255527-987a-5ee4-ab85-f75fe4db2887,Logic and Puzzles,MCQ,cn_k12,A
"Given that proposition $p$ is true, and proposition $q$ is false, which of the following propositions is false?

A: $\neg q$

B: $p \lor q$

C: $p \land q$

D: $p \land (\neg q)$",e6458a90-2fa5-5ebd-919b-b1f8dd04344d,Logic and Puzzles,MCQ,cn_k12,C
"It is known that locations A and B are 10 kilometers apart. Two people, person A and person B, start walking towards each other from locations A and B, respectively. Person A has a dog with him. As soon as person A starts, the dog also starts running towards B. Upon reaching B, the dog immediately turns around and runs back to A. This continues until persons A and B meet. If person A walks at a speed of 6 kilometers per hour, person B walks at a speed of 4 kilometers per hour, and the dog runs at a speed of 12 kilometers per hour, then the distance the dog has run by the time persons A and B meet is (　　)
A: 8 kilometers
B: 10 kilometers
C: 12 kilometers
D: 16 kilometers",49b3e22b-30d2-578c-9270-f53233dcd869,Logic and Puzzles,MCQ,cn_k12,C
"If \\(p \lor q\\) is a false proposition, then (　)
A: At least one of \\(p\\), \\(q\\) is a false proposition
B: Both \\(p\\), \\(q\\) are false propositions
C: Exactly one of \\(p\\), \\(q\\) is a false proposition
D: At least one of \\(p\\), \\(q\\) is a true proposition",31ed17ba-c54d-5d36-8869-c432f1d1f264,Logic and Puzzles,MCQ,cn_k12,B
"Given the universal set $U=\{x|1\leqslant x\leqslant 6,x\in Z\}$, set $A=\{1,3,4\}$, and set $B=\{2,4\}$, determine $(∁\_UA)\cup B=$ ( ).

A: $\{1,2,4,6\}$
B: $\{2,3,4,6\}$
C: $\{2,4,5,6\}$
D: $\{2,6\}$",2dfb105d-1158-5219-9fc0-9a522f74152e,Logic and Puzzles,MCQ,cn_k12,C
"Given proposition $p$: For any $x \in \mathbb{R}$, it is always the case that $3^x \leqslant 0$; and proposition $q$: ""$x > 2$"" is a sufficient but not necessary condition for ""$x > 4$"", which of the following propositions is true?
A: $p \land q$
B: $\neg p \land \neg q$
C: $\neg p \land q$
D: $p \land \neg q$",78694bb8-f786-5f66-812a-bd4c865e6be1,Logic and Puzzles,MCQ,cn_k12,B
"Since the start of the recruitment of volunteers for the Hangzhou Asian Games, it has received positive responses from social groups and college students, with a total registration of over 320,000 people. The number $320,000$ can be expressed in scientific notation as ( ).

A: $32\times 10^{4}$

B: $3.2\times 10^{5}$

C: $3.2\times 10^{6}$

D: $0.32\times 10^{6}$",18365811-ad8d-53ec-979d-79a1e4206c93,Logic and Puzzles,MCQ,cn_k12,B
"If ""p and q"" and ""¬p or q"" are both false propositions, then ( )
A: p is true and q is false
B: p is false and q is true
C: both p and q are true
D: both p and q are false",42acd021-df03-5a1b-b681-c4bc841c13f3,Logic and Puzzles,MCQ,cn_k12,A
"Which of the following phenomena is impossible? (   )  
A: A conductor heats up when conducting electricity  
B: Three non-collinear points determine a plane  
C: Seeds germinate without water  
D: Someone wins the lottery for two consecutive weeks",2daf2651-6280-560b-939f-d3853a91d0fe,Logic and Puzzles,MCQ,cn_k12,C
"Given propositions $p$: For any $x \in \mathbb{R}$, it always holds that $2^{x} > 0$; $q$: ""$x > 1$"" is a sufficient but not necessary condition for ""$x > 2$"", then among the following propositions, the true proposition is $\boxed{}$
A: $p \land q$
B: $\lnot p \land \lnot q$
C: $\lnot p \land q$
D: $p \land \lnot q$",b602827e-41e8-5baf-a398-5604e084104a,Logic and Puzzles,MCQ,cn_k12,D
"If proposition A is a sufficient but not necessary condition for proposition B, proposition C is a necessary but not sufficient condition for proposition B, and proposition D is a necessary and sufficient condition for proposition C, then proposition D is to proposition A as ( )
A: A sufficient but not necessary condition
B: A necessary but not sufficient condition
C: A necessary and sufficient condition
D: Neither sufficient nor necessary condition",3651cbce-9a72-51f5-b5c8-8e6317c47a32,Logic and Puzzles,MCQ,cn_k12,B
"Which of the following groups of objects can form a set?
A: Famous movie stars
B: Small rivers in our country
C: Students of the 2012 senior class at Panzhihua No. 12 Middle School
D: Difficult problems in high school mathematics",8ddc414f-1183-558d-95f0-fb7c9d0fec5d,Logic and Puzzles,MCQ,cn_k12,C
"Given the proposition $p$: there exists an $n \in \mathbb{N}$ such that $3^n > 2018$, the negation $\neg p$ is ( ).
A: $\forall n \in \mathbb{N}$, $3^n \leq 2018$
B: $\forall n \in \mathbb{N}$, $3^n > 2018$
C: $\exists n \in \mathbb{N}$, $3^n \leq 2018$
D: $\exists n \in \mathbb{N}$, $3^n < 2018$",219457e9-2e92-5068-b7df-e07c93babb7d,Logic and Puzzles,MCQ,cn_k12,A
"Let the universal set $U=\{0,1,2,3\}$, set $A=\{0,1,2\}$, and set $B=\{2,3\}$. Then, $(\complement_U A) \cup B=$ （　　）

A: $\emptyset$

B: $\{1,2,3\}$

C: $\{0,1,2,3\}$

D: $\{2,3\}$",45469a18-024e-505f-9021-32993e2edf39,Logic and Puzzles,MCQ,cn_k12,D
"Let set $A=\{1,3\}$, and set $B=\{1,2,4,5\}$. Then, the union of set $A$ and set $B$, denoted as $A \cup B$, is (   )
A: $\{1,3,1,2,4,5\}$
B: $\{1\}$
C: $\{1,2,3,4,5\}$
D: $\{2,3,4,5\}$",b5f661d8-4106-5b36-8d05-b5d3b02dfc98,Logic and Puzzles,MCQ,cn_k12,C
"Given sets A={1, 2, 3} and B={1, 2, 4}, find A∩B (the intersection of sets A and B).

A: {1, 2, 4}
B: {2, 3, 4}
C: {1, 2}
D: {1, 2, 3, 4}",1930da3b-a32f-5235-b16d-a3ec52e3063a,Logic and Puzzles,MCQ,cn_k12,C
"Allen, Bart, Clay, and Dick participated in a race, and the results were determined. However, all four of them are known liars, and the results they claimed were:  
Allen: (1) I finished right before Bart. (2) I am not the first.  
Bart: (3) I finished right before Clay. (4) I am not the second.  
Clay: (5) I finished right before Dick. (6) I am not the third.  
Dick: (7) I finished right before Allen. (8) I am not the last.  
Ⅰ. Among these statements, only two are true.  
Ⅱ. The person who got first place told at least one truth.  
The one who got first place among these four is (　　)  
A: Allen  
B: Bart  
C: Clay  
D: Dick",1a77f9bf-48e4-502b-a853-415349b1846f,Logic and Puzzles,MCQ,cn_k12,C
"Given propositions $p:\exists x\in R$, $\sin x \lt 1$; proposition $q:\forall x\in R$, $e^{|x|}\geqslant 1$, then the true proposition among the following is ( )

A: $p\wedge q$

B: ￢$p\wedge q$

C: $p\wedge $￢$q$

D: ￢$\left(p\vee q\right)$",83053bf0-847a-5846-99b5-0019a0db01ad,Logic and Puzzles,MCQ,cn_k12,A
"Given the universal set $U=\{1,2,3,5\}$, $M=\{1,2\}$, $N=\{3,4\}$, $(\complement _{U}M)$⋃$N=\left(\ \ \right)$

A: $\{4\}$

B: $\{4,5\}$

C: $\{3,4,5\}$

D: $\{1,2,3,4,5\}$",34539584-ad23-59e7-84b4-3f8e1a187570,Logic and Puzzles,MCQ,cn_k12,C
"Given proposition $p$: for all $x$ in $\mathbb{R}$, $2^x > 0$, then the negation of $p$ is

A: $\neg p$: There exists an $x \notin \mathbb{R}$ such that $2^x \leqslant 0$

B: $\neg p$: There exists an $x \in \mathbb{R}$ such that $2^x \leqslant 0$

C: $\neg p$: There exists an $x \in \mathbb{R}$ such that $2^x  0$",18ece8e6-1663-57f4-ab60-3f07bcefacd8,Logic and Puzzles,MCQ,cn_k12,B
"Given the universal set $U=\{1,2,3,4,5,6\}$, set $A=\{2,3,5\}$, and set $B=\{1,3,4,6\}$, then the set $A\cap \complement_U B=$ （   ）
A: $\{3\}$
B: $\{2,5\}$
C: $\{1,4,6\}$
D: $\{2,3,5\}$",829b37ad-9e59-524c-915b-c6792afb077d,Logic and Puzzles,MCQ,cn_k12,B
"(2016•National) Let set $A=\{0, 2, 4, 6, 8, 10\}$, $B=\{4, 8\}$, then $\complement_A B=$ （　　）
A: $\{4, 8\}$
B: $\{0, 2, 6\}$
C: $\{0, 2, 6, 10\}$
D: $\{0, 2, 4, 6, 8, 10\}$",719f76db-a317-5bd8-9ea1-8a48a120ea0f,Logic and Puzzles,MCQ,cn_k12,C
"The first Mars exploration mission of our country, the ""Tianwen-1"" probe, was successfully launched at the Wenchang Space Launch Site in Hainan. After flying in the Earth-Mars transfer orbit for about $7$ months, the ""Tianwen-1"" probe arrived near Mars at a distance of about $55000000$ kilometers from Earth, and carried out landing, inspection, and other tasks to conduct scientific exploration of Mars. The distance of $55000000$ kilometers can be expressed in scientific notation as ( ).

A: $0.55\times 10^{8}$

B: $5.5\times 10^{8}$

C: $5.5\times 10^{7}$

D: $55\times 10^{6}$",976531e6-6113-5377-aa2a-139683cebcbe,Logic and Puzzles,MCQ,cn_k12,C
"Which of the following descriptions about conditional statements is correct?
A: The statement after ELSE cannot be a conditional statement
B: Two conditional statements can share one END IF statement
C: A conditional statement can be without the statement after ELSE
D: In a conditional statement, both the statements after IF—THEN and ELSE must be present",52f3e8f5-ffe2-5523-a15a-940ba15d236f,Logic and Puzzles,MCQ,cn_k12,C
"Let proposition p be: $\exists x \in \mathbb{N}, x^3 < 3^x$, then $\neg p$ is ( )

A: $\forall x \in \mathbb{N}, x^3 < 3^x$

B: $\exists x \in \mathbb{N}, x^3 \geq 3^x$

C: $\forall x \in \mathbb{N}, x^3 \geq 3^x$

D: $\exists x \in \mathbb{N}, x^3 \neq 3^x$",03a88d0f-9f91-5b68-80fb-5674af413096,Logic and Puzzles,MCQ,cn_k12,C
"During a class meeting, it was decided to vote on whether to add a new class committee member. The voting method that best reflects the true will of all students is ( ).
A: By a show of hands of those who agree to add the new member.
B: By a show of hands of those who disagree to add the new member.
C: By secret ballot.
D: By recorded vote.",c5ee5ead-f602-5a8f-8c98-1319d2fbe3ca,Logic and Puzzles,MCQ,cn_k12,C
"The similarity between inductive reasoning and analogical reasoning is ( )
A: Both are from general to general
B: Both are from general to special
C: Both are from special to special
D: Neither is necessarily correct",08f3b412-a4f0-5565-86a2-da2849342ad8,Logic and Puzzles,MCQ,cn_k12,D
"Among the following reasoning processes, which one is deductive reasoning?\\((\\)　　\\()\\)
A: Inferring the properties of a spatial tetrahedron from the properties of a plane triangle
B: All metals can conduct electricity, uranium is a metal, therefore uranium can conduct electricity
C: There are 12 classes participating in military training in the first year of high school, with 51 students in class 1, 53 students in class 2, and 52 students in class 3, from this it is inferred that each class has more than 50 students
D: In the sequence \\(\{a_n\}\\), \\(a_1=2\\), \\(a_n=2a_{n-1}+1(n\geqslant 2)\\), from this the general formula of \\(\{a_n\}\\) is induced",ed13a24c-7f90-51a0-886e-1ef69e9f9693,Logic and Puzzles,MCQ,cn_k12,B
"Among the following relations, the correct one is (__).
A: $0 \in 0$
B: $0 = 0$
C: $0 \subseteq 0$
D: $\emptyset = 0$",7824ff69-789a-5275-b7f8-c6ff3bdda010,Logic and Puzzles,MCQ,cn_k12,B
"Given the proposition $p: \forall x \in \mathbb{R}, \sin x \leqslant 1$, then which of the following is true?

A: ￢$p: \exists x_{0} \in \mathbb{R}$, $\sin x_{0} \geqslant 1$

B: ￢$p: \forall x \in \mathbb{R}$, $\sin x \geqslant 1$

C: ￢$p: \exists x_{0} \in \mathbb{R}$, $\sin x_{0} \gt 1$

D: ￢$p: \forall x \in \mathbb{R}$, $\sin x \gt 1$",48c00d40-c3bd-586d-b89c-26e0850e8351,Logic and Puzzles,MCQ,cn_k12,C
"A school arranges four classes in the morning, each lasting 40 minutes. The first class starts from 8:00 to 8:40, with a 10-minute break between classes. If a student arrives late, and he arrives at the classroom between 9:10 and 10:00, the probability that he listens to the second class for no less than 10 minutes is
A: $\dfrac{4}{5}$
B: $\dfrac{3}{10}$
C: $\dfrac{2}{5}$
D: $\dfrac{1}{5}$",40f434cf-78f3-5e8f-b047-baa84332870d,Logic and Puzzles,MCQ,cn_k12,D
"Among the following four statements, the number of incorrect ones is ( )  
① The subset of A={0,1} has 3 elements;  
② The converse of ""If $am^2 < bm^2$, then $a < b$"" is true;  
③ ""The proposition $p \vee q$ is true"" is a necessary but not sufficient condition for ""The proposition $p \wedge q$ is true"";  
④ The negation of the proposition ""For all $x \in \mathbb{R}$, $x^2 - 3x - 2 \geq 0$"" is: ""There exists an $x \in \mathbb{R}$, such that $x^2 - 3x - 2 \leq 0$""
A: 0  
B: 1  
C: 2  
D: 3",db0af60e-ce83-5538-9631-82106c40c00e,Logic and Puzzles,MCQ,cn_k12,D
"Let the universal set \\(U=\{ x\in \mathbb{N}|x\leqslant 5 \}\), \\(A=\{ 1,2,3 \}\), \\(B=\{ 1,4 \}\), then \\((C_{U}A) \cap (C_{U}B)=\ \)　　　 \\()

A: \\(\{ 5 \}\)

B: \\(\{ 0 \}\)

C: \\(\{ 0,5 \}\)

D: \\(\{ 1,4 \}\)",7694cc1e-2a74-54ad-ab38-036fe546a197,Logic and Puzzles,MCQ,cn_k12,C
"If proposition $p$ is false, and proposition $q$ is true, then which of the following is incorrect? ( )
A: ""$p$ and $q$"" is false
B: ""$p$ or $q$"" is true
C: ""not $p$"" is true
D: ""not $q$"" is true",4d16f376-23de-5260-bba0-fd7cbd2abf78,Logic and Puzzles,MCQ,cn_k12,D
"If proposition \\(p\\) is: There exists an \\(x \in \mathbb{R}\\) such that \\(\sin x \geqslant 1\\), then the negation of \\(p\\), \\(\neg p\\), is (　).

A: For all \\(x \in \mathbb{R}\\), \\(\sin x \leqslant 1\\)

B: For all \\(x \in \mathbb{R}\\), \\(\sin x < 1\\)

C: There exists an \\(x \in \mathbb{R}\\) such that \\(\sin x < 1\\)

D: There exists an \\(x \in \mathbb{R}\\) such that \\(\sin x \leqslant 1\\)",1d38f142-7ee4-50a3-bcb3-13dcf630df6f,Logic and Puzzles,MCQ,cn_k12,B
